TimeStamp,GSR Data,ECG Data,EMG Data,Acc1 X,Acc1 Y,Acc1 z,Acc2 X,Acc2 Y,Acc2 z 
38656,699,502,514,15804,-4716,3344,6496,3764,-14544
38661,699,505,514,15844,-4764,3204,6628,3744,-14476
38667,699,507,513,15736,-4688,3436,6616,3784,-14516
38672,699,509,515,15668,-4656,3320,6464,3832,-14384
38678,699,508,517,15732,-4604,3212,6508,3740,-14456
38683,699,508,518,15864,-4584,3412,6460,3748,-14368
38689,699,508,518,15900,-4864,3408,6488,3712,-14488
38695,699,508,517,15800,-4624,3472,6548,3584,-14536
38701,699,509,516,15840,-4800,3388,6524,3744,-14348
38707,700,510,515,15764,-4688,3444,6492,3600,-14488
38712,700,510,514,15780,-4748,3224,6528,3684,-14380
38718,700,511,514,15808,-4680,3480,6532,3672,-14496
38723,700,508,512,15860,-4744,3368,6516,3684,-14436
38729,700,504,510,15772,-4560,3440,6420,3716,-14696
38734,700,501,507,15888,-4736,3308,6468,3800,-14528
38740,700,498,504,15804,-4648,3200,6496,3808,-14404
38747,700,497,502,15812,-4684,3372,6484,3732,-14520
38752,700,494,500,15736,-4624,3340,6512,3852,-14484
38758,700,494,499,15792,-4728,3204,6500,3820,-14632
38763,700,494,500,15752,-4724,3204,6560,3728,-14620
38769,700,493,499,15756,-4748,3132,6480,3836,-14372
38774,700,493,497,15784,-4636,3300,6512,3792,-14528
38780,700,494,498,15780,-4700,3376,6448,3644,-14496
38786,700,495,499,15780,-4736,3420,6424,3884,-14528
38792,700,497,499,15880,-4680,3316,6440,3640,-14352
38798,701,499,500,15836,-4684,3436,6464,3716,-14408
38803,701,500,502,15868,-4708,3324,6428,3648,-14428
38809,701,501,499,15760,-4700,3300,6600,3656,-14652
38814,701,502,499,15832,-4760,3240,6588,3644,-14440
38820,701,504,501,15804,-4788,3452,6540,3652,-14288
38825,701,506,502,15848,-4652,3548,6488,3628,-14488
38832,701,505,503,15792,-4744,3372,6588,3680,-14364
38837,701,504,503,15744,-4736,3344,6504,3676,-14428
38843,701,505,506,15788,-4568,3308,6504,3744,-14352
38849,701,506,507,15836,-4608,3192,6588,3756,-14532
38854,701,509,508,15756,-4572,3180,6472,3804,-14332
38860,701,511,508,15844,-4636,3320,6560,3688,-14504
38865,701,511,507,15840,-4668,3284,6600,3724,-14312
38872,701,509,507,15804,-4592,3280,6540,3712,-14456
38877,701,509,508,15936,-4668,3480,6416,3648,-14552
38883,701,508,508,15784,-4716,3396,6464,3668,-14416
38888,701,509,509,15720,-4676,3392,6500,3720,-14356
38894,701,510,509,15800,-4672,3392,6460,3700,-14444
38900,701,510,509,15796,-4756,3360,6504,3732,-14336
38905,701,511,509,15748,-4684,3236,6448,3648,-14548
38912,701,512,508,15716,-4700,3252,6492,3668,-14416
38917,701,513,508,15832,-4668,3412,6460,3684,-14408
38923,701,511,509,15820,-4672,3296,6428,3648,-14408
38928,701,512,508,15796,-4712,3216,6384,3736,-14476
38934,701,512,508,15888,-4592,3352,6524,3800,-14276
38940,702,512,508,15880,-4696,3356,6536,3668,-14536
38945,701,513,507,15820,-4760,3320,6520,3744,-14444
38951,701,513,507,15796,-4668,3428,6604,3732,-14516
38957,702,513,507,15760,-4720,3400,6516,3732,-14616
38963,701,514,507,15820,-4744,3288,6636,3652,-14468
38968,701,514,508,15788,-4704,3380,6524,3648,-14428
38974,701,514,508,15820,-4676,3208,6524,3656,-14456
38979,701,513,509,15760,-4828,3500,6496,3740,-14516
38985,701,512,506,15816,-4784,3368,6508,3672,-14624
38991,701,513,506,15780,-4608,3344,6500,3724,-14488
38996,701,513,507,15872,-4604,3284,6484,3856,-14456
39003,701,512,506,15856,-4648,3184,6464,3660,-14516
39008,701,511,506,15784,-4740,3320,6512,3676,-14516
39014,701,511,508,15736,-4716,3252,6480,3860,-14432
39019,701,512,509,15836,-4664,3356,6560,3748,-14412
39025,701,513,509,15816,-4724,3296,6556,3796,-14436
39030,701,515,510,15712,-4676,3536,6460,3824,-14596
39036,701,515,511,15752,-4648,3392,6520,3776,-14472
39043,701,516,511,15624,-4672,3448,6504,3828,-14520
39048,701,517,512,15712,-4680,3188,6576,3640,-14548
39054,701,516,514,15760,-4696,3388,6532,3836,-14496
39059,700,515,514,15736,-4700,3312,6384,3728,-14588
39065,700,518,516,15756,-4656,3176,6532,3816,-14604
39070,700,523,516,15752,-4720,3216,6524,3696,-14528
39076,700,529,515,15828,-4612,3272,6472,3672,-14564
39083,700,527,515,15880,-4672,3308,6540,3620,-14520
39088,700,526,516,15780,-4632,3324,6456,3692,-14464
39094,700,523,514,15864,-4624,3192,6456,3748,-14252
39099,700,519,510,15812,-4632,3328,6504,3652,-14508
39105,700,516,508,15840,-4656,3512,6528,3676,-14452
39110,700,511,505,15848,-4624,3316,6464,3696,-14332
39116,700,509,505,15816,-4640,3296,6460,3744,-14500
39121,700,509,505,15872,-4708,3356,6580,3740,-14520
39128,700,509,506,15756,-4676,3256,6364,3672,-14488
39134,700,509,504,15820,-4756,3364,6600,3756,-14464
39139,699,509,504,15820,-4736,3224,6464,3696,-14536
39145,699,509,505,15844,-4708,3324,6436,3692,-14548
39150,699,508,505,15816,-4640,3428,6436,3748,-14468
39156,699,507,505,15812,-4624,3240,6596,3736,-14408
39161,699,506,507,15776,-4740,3284,6456,3708,-14444
39168,699,506,507,15776,-4808,3316,6488,3788,-14416
39173,699,509,507,15816,-4672,3372,6456,3772,-14364
39179,699,512,507,15824,-4732,3356,6536,3668,-14448
39185,699,512,507,15768,-4768,3308,6368,3708,-14536
39190,699,509,507,15832,-4628,3276,6484,3760,-14608
39196,699,498,506,15820,-4672,3304,6472,3728,-14428
39201,699,468,501,15876,-4740,3332,6468,3660,-14480
39207,698,439,499,15728,-4648,3436,6516,3752,-14388
39213,698,448,509,15788,-4680,3440,6564,3668,-14564
39219,698,527,528,15792,-4664,3256,6548,3700,-14476
39224,698,643,553,15836,-4628,3208,6472,3672,-14520
39230,698,779,578,15716,-4660,3432,6504,3696,-14408
39236,698,845,586,15768,-4680,3336,6580,3760,-14464
39241,698,814,568,15800,-4660,3340,6500,3704,-14484
39247,698,702,534,15828,-4676,3364,6476,3676,-14524
39252,698,582,503,15772,-4648,3300,6480,3736,-14612
39259,698,502,492,15708,-4696,3248,6540,3772,-14448
39264,697,460,491,15776,-4684,3344,6448,3776,-14560
39270,697,446,493,15772,-4628,3220,6548,3784,-14584
39275,697,441,494,15804,-4712,3336,6568,3756,-14584
39281,697,442,495,15844,-4660,3368,6492,3668,-14568
39287,697,446,496,15816,-4728,3284,6488,3768,-14552
39292,697,449,497,15840,-4700,3372,6580,3688,-14480
39299,696,453,499,15868,-4620,3316,6448,3664,-14468
39304,696,456,500,15820,-4676,3292,6476,3688,-14504
39310,696,459,500,15832,-4716,3352,6500,3716,-14644
39315,696,463,501,15856,-4696,3292,6548,3692,-14412
39321,696,467,502,15724,-4604,3480,6520,3692,-14632
39327,696,469,503,15780,-4704,3264,6608,3712,-14440
39332,695,473,505,15880,-4600,3304,6568,3684,-14412
39339,695,477,506,15796,-4680,3196,6652,3744,-14556
39344,695,481,507,15732,-4652,3524,6512,3748,-14412
39350,695,484,507,15668,-4604,3416,6540,3728,-14616
39355,695,486,508,15760,-4664,3184,6500,3728,-14404
39361,695,488,508,15696,-4728,3308,6408,3704,-14576
39366,695,488,508,15792,-4720,3276,6488,3644,-14388
39372,694,490,509,15756,-4636,3252,6488,3668,-14392
39378,694,493,509,15772,-4660,3424,6444,3664,-14540
39384,694,495,511,15912,-4688,3260,6452,3728,-14408
39390,694,496,512,15752,-4748,3280,6460,3668,-14560
39395,694,498,512,15800,-4676,3284,6468,3660,-14456
39401,694,500,513,15740,-4644,3388,6436,3660,-14580
39406,694,502,514,15784,-4700,3320,6460,3652,-14532
39412,693,502,515,15780,-4684,3268,6448,3684,-14704
39417,693,504,515,15896,-4712,3280,6544,3804,-14552
39424,693,506,517,15756,-4720,3252,6548,3744,-14480
39430,693,508,516,15784,-4704,3380,6556,3852,-14368
39435,693,510,517,15784,-4740,3412,6620,3788,-14476
39441,693,511,517,15768,-4648,3536,6580,3704,-14452
39446,692,511,518,15896,-4676,3384,6696,3844,-14584
39452,692,512,518,15904,-4648,3180,6660,3760,-14520
39457,692,511,518,15832,-4740,3160,6496,3816,-14464
39463,692,510,517,15820,-4672,3220,6452,3672,-14432
39470,692,511,516,15860,-4656,3368,6492,3628,-14488
39475,692,510,516,15788,-4780,3428,6484,3596,-14696
39481,692,507,513,15740,-4720,3332,6424,3676,-14408
39486,692,504,511,15812,-4760,3236,6456,3628,-14612
39492,692,501,508,15804,-4652,3288,6508,3748,-14600
39497,691,498,506,15864,-4724,3280,6488,3696,-14588
39503,691,496,505,15776,-4696,3344,6560,3788,-14552
39508,691,494,504,15848,-4700,3348,6540,3756,-14644
39515,691,491,501,15752,-4684,3508,6496,3860,-14448
39521,691,489,500,15804,-4676,3264,6484,3776,-14408
39526,691,489,500,15796,-4632,3188,6504,3852,-14412
39532,691,492,498,15780,-4636,3188,6532,3728,-14424
39537,691,493,499,15868,-4700,3212,6460,3760,-14372
39543,691,494,499,15792,-4752,3208,6460,3692,-14540
39548,691,494,499,15768,-4644,3300,6456,3780,-14576
39555,690,494,500,15796,-4704,3412,6464,3700,-14380
39560,690,494,499,15780,-4676,3120,6516,3620,-14552
39566,690,494,500,15848,-4660,3336,6480,3596,-14448
39572,690,496,501,15868,-4684,3384,6460,3680,-14580
39577,690,498,501,15824,-4656,3448,6460,3664,-14460
39583,690,500,502,15780,-4740,3432,6504,3728,-14576
39588,690,500,503,15868,-4816,3364,6560,3768,-14592
39595,690,501,503,15732,-4764,3268,6520,3696,-14440
39600,690,503,503,15832,-4656,3344,6448,3736,-14472
39606,690,502,504,15788,-4724,3344,6588,3780,-14340
39611,690,501,505,15752,-4764,3276,6516,3784,-14408
39617,690,502,505,15744,-4664,3176,6508,3788,-14396
39623,689,503,507,15932,-4724,3392,6468,3808,-14532
39628,689,504,507,15820,-4560,3196,6460,3732,-14448
39634,689,506,509,15804,-4680,3404,6592,3700,-14544
39640,689,507,509,15776,-4672,3296,6524,3700,-14568
39646,689,506,508,15816,-4688,3312,6456,3704,-14420
39651,689,506,508,15800,-4628,3424,6528,3780,-14560
39657,689,506,509,15812,-4620,3296,6472,3672,-14472
39662,689,505,508,15784,-4632,3320,6448,3752,-14468
39668,689,505,507,15768,-4668,3256,6464,3756,-14404
39674,689,505,507,15728,-4616,3428,6484,3576,-14556
39680,689,504,508,15788,-4644,3328,6348,3700,-14376
39686,689,504,507,15828,-4660,3324,6588,3756,-14376
39691,689,504,507,15772,-4648,3152,6512,3696,-14636
39697,689,503,507,15752,-4756,3276,6448,3776,-14472
39702,689,503,507,15804,-4704,3376,6532,3788,-14616
39708,688,505,508,15788,-4620,3320,6560,3864,-14688
39714,688,508,508,15900,-4744,3504,6444,3780,-14432
39719,688,508,508,15776,-4656,3448,6520,3748,-14548
39726,688,507,508,15744,-4652,3264,6432,3752,-14424
39731,688,505,508,15772,-4700,3296,6512,3736,-14452
39737,688,503,507,15812,-4620,3272,6428,3744,-14608
39742,688,503,506,15688,-4672,3336,6472,3740,-14448
39748,688,503,506,15808,-4740,3368,6464,3732,-14660
39753,688,504,507,15776,-4740,3304,6508,3700,-14428
39759,688,505,508,15776,-4712,3272,6468,3672,-14480
39766,688,507,507,15820,-4628,3372,6344,3640,-14540
39771,688,505,507,15804,-4652,3436,6364,3660,-14492
39777,688,503,507,15876,-4688,3420,6516,3652,-14580
39782,687,505,508,15824,-4704,3376,6520,3696,-14552
39788,687,504,508,15812,-4648,3272,6512,3752,-14496
39793,687,505,508,15768,-4700,3428,6532,3828,-14504
39799,687,505,509,15900,-4636,3352,6460,3800,-14340
39804,687,505,508,15856,-4696,3276,6628,3764,-14468
39811,687,505,508,15812,-4728,3380,6580,3792,-14424
39817,687,506,509,15760,-4724,3356,6544,3660,-14368
39822,687,507,510,15732,-4692,3308,6564,3664,-14532
39828,687,506,512,15752,-4604,3352,6472,3740,-14452
39833,686,506,512,15772,-4712,3252,6492,3788,-14580
39839,686,507,512,15824,-4764,3304,6416,3684,-14472
39844,686,510,512,15824,-4792,3304,6376,3716,-14472
39851,686,514,514,15868,-4668,3216,6424,3660,-14516
39857,686,519,513,15740,-4680,3316,6452,3592,-14456
39862,686,519,512,15780,-4628,3288,6468,3664,-14728
39868,686,516,511,15772,-4664,3204,6536,3700,-14684
39873,685,511,511,15804,-4616,3340,6476,3712,-14592
39879,685,505,510,15796,-4668,3436,6532,3684,-14532
39884,685,503,507,15828,-4664,3476,6544,3704,-14524
39890,685,500,503,15912,-4688,3376,6620,3728,-14468
39896,685,499,503,15724,-4664,3340,6596,3720,-14480
39902,684,499,503,15896,-4712,3320,6568,3840,-14540
39908,684,499,501,15792,-4692,3332,6532,3764,-14464
39913,684,498,501,15856,-4600,3336,6508,3664,-14580
39919,684,498,502,15796,-4716,3344,6428,3828,-14324
39924,684,497,503,15800,-4756,3316,6512,3784,-14352
39930,684,497,504,15660,-4736,3308,6560,3724,-14408
39936,684,498,504,15848,-4784,3324,6496,3796,-14460
39942,683,498,503,15680,-4692,3372,6464,3736,-14428
39947,683,496,503,15704,-4640,3372,6432,3644,-14524
39953,683,496,503,15864,-4756,3288,6400,3692,-14660
39959,683,497,503,15776,-4644,3380,6376,3784,-14556
39964,683,497,504,15868,-4696,3484,6480,3744,-14384
39970,683,493,505,15664,-4704,3416,6572,3680,-14400
39975,683,479,503,15812,-4668,3304,6452,3596,-14360
39982,683,446,496,15832,-4628,3332,6552,3688,-14508
39987,682,424,499,15844,-4644,3384,6504,3700,-14620
39993,682,455,512,15876,-4652,3540,6492,3816,-14572
39998,682,548,532,15832,-4620,3288,6508,3776,-14456
40004,682,679,558,15836,-4676,3512,6464,3744,-14588
40010,682,801,580,15860,-4600,3408,6452,3664,-14516
40015,682,838,580,15812,-4572,3264,6544,3672,-14584
40022,682,777,554,15796,-4764,3244,6432,3736,-14604
40027,682,658,517,15808,-4680,3404,6508,3708,-14380
40033,681,547,492,15796,-4620,3392,6576,3748,-14600
40038,681,476,486,15812,-4728,3476,6496,3764,-14444
40044,681,442,486,15852,-4680,3204,6524,3768,-14424
40049,681,431,488,15764,-4732,3404,6568,3724,-14496
40055,681,429,490,15700,-4704,3228,6476,3832,-14392
40061,681,431,491,15816,-4672,3280,6448,3664,-14272
40067,681,434,492,15716,-4656,3240,6484,3756,-14532
40073,680,438,494,15792,-4692,3260,6528,3712,-14504
40078,680,443,495,15864,-4696,3208,6384,3832,-14536
40084,680,447,495,15828,-4680,3272,6440,3664,-14516
40089,680,449,495,15852,-4552,3200,6468,3796,-14448
40095,680,452,497,15828,-4652,3344,6584,3608,-14316
40100,680,457,497,15760,-4796,3380,6496,3712,-14452
40107,680,461,498,15792,-4672,3356,6452,3784,-14580
40113,680,464,500,15776,-4700,3360,6532,3772,-14524
40118,679,466,501,15764,-4716,3428,6544,3716,-14452
40124,679,469,501,15916,-4560,3292,6532,3740,-14496
40129,679,474,501,15920,-4668,3296,6524,3708,-14528
40135,679,477,503,15792,-4620,3344,6440,3764,-14480
40140,679,479,502,15844,-4600,3292,6452,3700,-14332
40146,679,482,502,15820,-4680,3216,6392,3664,-14444
40152,679,484,502,15800,-4712,3356,6500,3692,-14568
40158,679,485,503,15812,-4660,3284,6460,3704,-14360
40164,679,486,504,15844,-4712,3368,6448,3612,-14608
40169,679,487,504,15772,-4716,3324,6416,3748,-14404
40175,679,488,505,15828,-4580,3312,6504,3752,-14552
40180,679,491,505,15748,-4724,3268,6572,3844,-14612
40186,678,494,507,15796,-4660,3264,6488,3816,-14464
40192,678,496,508,15748,-4712,3404,6564,3728,-14496
40198,678,497,509,15776,-4648,3372,6572,3736,-14556
40204,678,499,510,15828,-4668,3340,6548,3808,-14412
40209,678,501,511,15796,-4672,3396,6540,3872,-14460
40215,678,500,511,15828,-4600,3392,6588,3748,-14432
40220,678,502,512,15816,-4632,3380,6564,3792,-14540
40226,678,504,514,15820,-4616,3244,6500,3700,-14380
40231,678,505,513,15740,-4684,3176,6380,3680,-14480
40238,678,506,513,15792,-4608,3216,6560,3624,-14428
40243,678,505,511,15776,-4692,3168,6548,3576,-14512
40249,678,504,510,15820,-4716,3324,6520,3596,-14548
40255,678,504,508,15816,-4644,3484,6484,3596,-14556
40260,678,502,505,15884,-4764,3332,6532,3640,-14544
40266,678,498,505,15720,-4692,3308,6484,3700,-14656
40271,678,495,502,15756,-4676,3336,6480,3756,-14548
40278,677,492,499,15744,-4744,3384,6412,3708,-14536
40283,677,489,497,15800,-4640,3336,6432,3816,-14448
40289,677,487,495,15684,-4712,3308,6424,3880,-14332
40294,677,486,495,15776,-4756,3236,6432,3732,-14432
40300,677,484,494,15800,-4652,3128,6388,3864,-14592
40306,677,483,493,15772,-4648,3324,6512,3828,-14380
40311,677,482,494,15712,-4632,3360,6496,3936,-14396
40317,677,483,494,15828,-4748,3376,6540,3756,-14508
40323,677,487,493,15860,-4684,3328,6484,3752,-14560
40329,677,490,492,15860,-4656,3372,6420,3768,-14416
40334,677,492,493,15820,-4628,3400,6456,3768,-14564
40340,677,492,494,15768,-4732,3164,6580,3728,-14492
40345,677,492,496,15832,-4748,3236,6540,3748,-14592
40351,677,493,497,15768,-4656,3280,6584,3648,-14660
40357,677,494,497,15888,-4728,3320,6556,3532,-14496
40363,677,497,498,15844,-4676,3188,6436,3700,-14464
40369,677,499,498,15832,-4636,3432,6540,3512,-14428
40374,677,499,499,15848,-4644,3332,6448,3628,-14520
40380,677,500,499,15824,-4620,3256,6484,3664,-14384
40385,677,498,499,15864,-4748,3196,6468,3784,-14488
40391,677,496,499,15760,-4688,3392,6488,3804,-14400
40396,677,497,501,15720,-4700,3348,6496,3744,-14476
40402,677,501,501,15776,-4740,3336,6376,3780,-14552
40409,677,503,501,15792,-4680,3264,6568,3740,-14360
40414,676,503,503,15808,-4632,3344,6632,3708,-14396
40420,676,503,503,15696,-4700,3380,6432,3772,-14420
40425,676,504,502,15716,-4692,3348,6432,3636,-14440
40431,677,504,502,15764,-4696,3336,6532,3600,-14588
40436,676,503,503,15796,-4664,3392,6440,3792,-14676
40442,677,504,502,15788,-4656,3344,6516,3776,-14560
40449,676,504,501,15800,-4720,3448,6492,3656,-14460
40454,676,503,500,15736,-4660,3380,6496,3644,-14468
40460,676,504,502,15880,-4664,3268,6468,3696,-14428
40465,677,504,503,15816,-4636,3424,6560,3748,-14408
40471,677,504,502,15788,-4640,3276,6532,3716,-14432
40476,677,503,501,15732,-4660,3208,6476,3784,-14644
40482,677,503,499,15852,-4676,3340,6492,3668,-14608
40487,676,505,501,15784,-4700,3336,6524,3760,-14572
40494,676,505,501,15896,-4632,3296,6472,3688,-14436
40500,676,505,501,15772,-4692,3460,6540,3664,-14512
40505,677,505,501,15824,-4716,3312,6556,3672,-14572
40511,677,504,500,15828,-4716,3288,6512,3708,-14476
40516,677,504,500,15808,-4604,3260,6564,3696,-14604
40522,676,505,500,15752,-4668,3372,6500,3636,-14472
40527,676,507,501,15876,-4716,3392,6564,3628,-14452
40534,677,506,501,15736,-4660,3340,6448,3676,-14624
40539,677,505,501,15740,-4688,3280,6480,3668,-14576
40545,677,505,501,15800,-4724,3264,6508,3844,-14456
40551,677,505,502,15828,-4760,3372,6404,3708,-14508
40556,677,504,503,15812,-4728,3404,6516,3740,-14524
40562,677,507,504,15820,-4616,3316,6364,3776,-14460
40567,677,510,505,15768,-4732,3384,6312,3744,-14568
40573,677,512,505,15736,-4664,3152,6528,3792,-14460
40579,677,510,507,15816,-4632,3340,6468,3692,-14460
40585,677,509,509,15764,-4672,3332,6416,3760,-14548
40590,677,510,511,15912,-4720,3524,6576,3740,-14540
40596,677,514,509,15712,-4588,3216,6536,3768,-14520
40602,677,518,507,15776,-4660,3220,6556,3724,-14340
40607,677,522,507,15884,-4640,3428,6528,3720,-14492
40613,677,521,507,15848,-4668,3156,6464,3692,-14480
40619,677,521,508,15772,-4692,3240,6464,3720,-14328
40625,677,515,506,15808,-4604,3416,6528,3768,-14444
40630,677,510,503,15844,-4592,3236,6472,3728,-14464
40636,677,506,501,15840,-4760,3420,6480,3604,-14328
40642,677,502,498,15828,-4636,3364,6472,3616,-14368
40647,677,500,497,15732,-4624,3344,6404,3636,-14392
40653,677,501,498,15884,-4684,3376,6532,3680,-14464
40658,677,504,500,15612,-4676,3340,6492,3676,-14496
40665,677,504,499,15744,-4708,3336,6460,3712,-14440
40670,677,503,499,15808,-4696,3240,6524,3692,-14632
40676,677,502,499,15788,-4644,3340,6488,3632,-14528
40681,677,501,499,15740,-4704,3276,6504,3684,-14520
40687,677,503,500,15912,-4660,3344,6384,3652,-14576
40693,678,506,499,15796,-4628,3360,6604,3724,-14600
40698,678,506,500,15852,-4632,3376,6400,3672,-14520
40705,678,504,500,15940,-4688,3216,6416,3644,-14452
40710,678,504,500,15772,-4696,3416,6468,3580,-14468
40716,678,503,500,15804,-4704,3420,6396,3564,-14340
40721,678,501,499,15784,-4676,3356,6392,3588,-14500
40727,678,490,497,15832,-4632,3296,6396,3692,-14620
40732,678,460,493,15828,-4764,3356,6444,3568,-14576
40738,678,429,494,15832,-4552,3296,6380,3492,-14648
40744,678,439,505,15780,-4684,3156,6444,3612,-14552
40750,678,520,523,15712,-4688,3364,6516,3656,-14520
40756,678,636,549,15772,-4728,3428,6512,3616,-14616
40761,679,775,573,15768,-4748,3212,6592,3456,-14716
40767,679,841,581,15804,-4720,3372,6620,3476,-14644
40772,679,810,563,15864,-4676,3336,6504,3804,-14564
40778,679,700,528,15852,-4680,3336,6444,3660,-14480
40783,679,579,496,15892,-4728,3268,6532,3596,-14368
40790,679,496,484,15780,-4740,3360,6336,3672,-14396
40796,679,453,483,15812,-4704,3316,6384,3548,-14488
40801,679,437,486,15712,-4740,3336,6476,3616,-14592
40807,679,432,487,15776,-4680,3420,6400,3656,-14520
40812,679,434,488,15768,-4692,3288,6512,3676,-14500
40818,679,436,489,15864,-4700,3300,6364,3648,-14516
40823,679,438,490,15708,-4680,3388,6608,3580,-14476
40829,679,442,492,15792,-4668,3084,6472,3616,-14636
40835,679,448,492,15892,-4672,3376,6464,3544,-14524
40841,679,455,493,15900,-4692,3356,6448,3568,-14652
40847,679,460,494,15828,-4700,3392,6596,3676,-14560
40852,680,463,495,15864,-4736,3240,6624,3628,-14496
40858,679,466,496,15904,-4648,3412,6440,3588,-14484
40863,680,470,495,15844,-4680,3268,6360,3732,-14484
40869,680,473,495,15764,-4728,3292,6520,3680,-14512
40875,680,474,496,15796,-4784,3220,6456,3700,-14528
40881,680,477,497,15776,-4640,3384,6432,3672,-14568
40886,680,482,498,15760,-4704,3228,6484,3588,-14520
40892,680,482,499,15860,-4676,3432,6532,3636,-14504
40898,680,482,499,15828,-4644,3360,6464,3672,-14520
40903,680,485,502,15944,-4660,3356,6352,3680,-14564
40909,680,487,502,15712,-4708,3224,6436,3520,-14568
40914,680,489,502,15708,-4636,3380,6652,3664,-14640
40921,680,493,502,15852,-4644,3412,6428,3620,-14480
40926,680,495,503,15756,-4668,3324,6480,3760,-14560
40932,680,496,504,15788,-4648,3300,6436,3632,-14600
40937,680,498,505,15756,-4704,3264,6344,3716,-14564
40943,680,501,507,15816,-4660,3484,6564,3640,-14552
40949,680,504,507,15820,-4680,3244,6552,3692,-14616
40954,680,506,507,15772,-4676,3464,6528,3732,-14536
40961,680,505,508,15764,-4692,3440,6420,3700,-14620
40966,680,505,508,15856,-4688,3068,6456,3744,-14440
40972,680,508,509,15796,-4660,3408,6588,3736,-14488
40977,680,509,510,15780,-4624,3264,6532,3744,-14568
40983,680,507,511,15848,-4596,3320,6484,3576,-14328
40988,680,509,511,15800,-4684,3316,6428,3704,-14524
40994,680,511,510,15968,-4764,3236,6548,3540,-14480
41000,681,511,509,15808,-4688,3280,6444,3668,-14492
41006,681,510,509,15816,-4680,3332,6576,3608,-14584
41012,681,508,508,15832,-4664,3212,6528,3624,-14684
41017,681,504,504,15768,-4672,3200,6464,3568,-14492
41023,681,499,501,15772,-4692,3336,6560,3604,-14560
41028,681,497,499,15756,-4700,3188,6420,3648,-14656
41034,681,494,498,15820,-4724,3252,6480,3740,-14444
41040,681,493,496,15840,-4724,3428,6508,3752,-14544
41046,681,490,495,15784,-4676,3396,6480,3860,-14504
41052,681,489,494,15820,-4732,3336,6624,3868,-14420
41057,681,489,494,15796,-4652,3400,6448,3860,-14420
41063,681,490,494,15780,-4736,3240,6424,3664,-14340
41068,681,492,494,15752,-4672,3412,6472,3784,-14428
41074,681,492,494,15692,-4660,3436,6468,3700,-14588
41079,681,492,495,15728,-4708,3420,6408,3724,-14368
41085,681,493,494,15840,-4712,3316,6460,3712,-14468
41092,681,494,495,15848,-4724,3292,6468,3660,-14428
41097,681,497,495,15884,-4672,3332,6544,3640,-14440
41103,681,498,495,15864,-4668,3304,6432,3600,-14552
41108,681,500,496,15720,-4772,3408,6540,3728,-14548
41114,681,501,499,15832,-4640,3332,6508,3724,-14540
41119,681,501,498,15748,-4752,3304,6428,3664,-14528
41125,681,502,498,15884,-4676,3224,6456,3684,-14612
41131,681,505,499,15840,-4692,3472,6372,3700,-14576
41137,681,507,499,15780,-4728,3400,6492,3672,-14348
41143,681,507,500,15820,-4656,3236,6512,3592,-14620
41148,681,506,503,15800,-4584,3196,6396,3756,-14460
41154,681,507,503,15732,-4716,3432,6496,3720,-14584
41159,681,508,503,15880,-4592,3300,6520,3684,-14548
41165,682,508,503,15844,-4612,3392,6560,3736,-14460
41170,682,509,502,15852,-4676,3256,6600,3748,-14608
41177,682,510,503,15780,-4756,3224,6572,3760,-14588
41183,682,511,504,15768,-4780,3272,6552,3756,-14556
41188,682,511,504,15868,-4608,3264,6484,3724,-14408
41194,682,508,503,15800,-4604,3332,6488,3748,-14496
41199,682,508,503,15796,-4688,3364,6508,3692,-14536
41205,682,508,504,15888,-4736,3308,6540,3716,-14484
41210,682,510,502,15760,-4688,3360,6512,3668,-14712
41217,682,512,503,15828,-4676,3376,6440,3772,-14520
41222,682,513,503,15824,-4644,3360,6460,3752,-14596
41228,682,513,502,15856,-4616,3364,6356,3720,-14608
41234,682,511,502,15756,-4652,3388,6408,3760,-14456
41239,682,510,502,15800,-4668,3452,6528,3724,-14408
41245,682,510,502,15812,-4616,3328,6384,3680,-14388
41250,682,510,501,15784,-4736,3320,6548,3672,-14440
41256,682,509,502,15844,-4760,3368,6616,3668,-14460
41262,682,509,502,15904,-4656,3420,6436,3648,-14524
41268,683,510,502,15820,-4696,3288,6600,3688,-14588
41273,683,511,502,15868,-4684,3264,6584,3708,-14524
41279,683,511,503,15752,-4712,3408,6428,3672,-14496
41285,683,511,503,15816,-4732,3236,6512,3776,-14560
41290,683,511,502,15840,-4616,3400,6480,3708,-14584
41296,683,511,502,15784,-4648,3300,6392,3708,-14420
41302,683,511,502,15900,-4696,3140,6340,3712,-14420
41308,683,511,502,15848,-4580,3244,6544,3656,-14436
41313,683,512,504,15848,-4672,3320,6580,3736,-14528
41319,683,510,505,15744,-4660,3284,6492,3812,-14452
41324,683,509,504,15936,-4704,3344,6476,3828,-14416
41330,683,509,504,15784,-4640,3292,6536,3756,-14440
41336,683,511,504,15812,-4580,3260,6520,3784,-14304
41341,683,512,503,15888,-4708,3256,6560,3764,-14476
41348,683,513,503,15756,-4652,3592,6580,3728,-14504
41353,683,512,503,15744,-4632,3424,6612,3700,-14488
41359,683,512,504,15824,-4724,3412,6428,3812,-14524
41364,683,513,507,15840,-4692,3308,6496,3744,-14524
41370,683,513,508,15780,-4696,3404,6496,3672,-14620
41375,684,514,509,15872,-4624,3216,6444,3692,-14508
41381,684,514,509,15732,-4732,3292,6480,3732,-14544
