TimeStamp,GSR Data,ECG Data,EMG Data,Acc1 X,Acc1 Y,Acc1 z,Acc2 X,Acc2 Y,Acc2 z 
30511,634,517,513,15516,-5592,3224,4328,4272,-15224
30517,634,518,514,15580,-5436,3388,4264,4164,-15012
30522,634,518,515,15508,-5408,3300,4296,4136,-15156
30528,634,521,511,15624,-5364,3360,4384,4092,-15164
30533,634,523,513,15672,-5456,3308,4304,4168,-15288
30539,634,524,516,15612,-5404,3420,4284,4236,-15216
30544,635,521,515,15580,-5456,3284,4388,4132,-15148
30551,635,521,510,15544,-5532,3340,4256,4100,-15100
30556,635,520,511,15548,-5428,3352,4352,4156,-15272
30562,635,519,509,15460,-5488,3204,4340,4224,-15144
30568,635,516,509,15620,-5432,3208,4316,4128,-15192
30573,635,511,512,15592,-5348,3420,4264,4168,-15264
30579,635,503,510,15472,-5392,3272,4220,4108,-15308
30584,635,497,505,15536,-5500,3320,4256,4156,-15168
30590,635,492,498,15536,-5500,3248,4332,4260,-15256
30596,635,489,496,15600,-5500,3388,4212,4132,-15116
30602,635,485,496,15560,-5480,3280,4288,4260,-15244
30607,635,480,498,15656,-5536,3260,4256,4116,-15156
30613,635,480,499,15580,-5428,3420,4304,4188,-15172
30619,635,480,495,15552,-5464,3376,4236,4208,-15324
30624,635,482,494,15520,-5448,3452,4288,4228,-15160
30630,635,483,496,15560,-5588,3228,4264,4212,-15092
30636,635,484,496,15556,-5488,3344,4372,4236,-15284
30642,635,486,498,15524,-5544,3224,4304,4188,-15268
30647,635,489,498,15608,-5404,3312,4232,4088,-15068
30653,635,491,495,15580,-5472,3236,4308,4156,-15080
30658,635,493,499,15632,-5440,3332,4296,4176,-15220
30664,635,496,500,15592,-5552,3244,4244,4132,-15204
30670,635,495,504,15556,-5388,3372,4280,4188,-15084
30675,636,497,501,15580,-5444,3340,4368,4088,-15124
30682,636,498,498,15572,-5404,3324,4264,4156,-15264
30687,636,499,499,15640,-5404,3352,4300,4152,-15192
30693,636,501,502,15544,-5460,3248,4364,4044,-15132
30698,636,503,504,15604,-5388,3200,4364,4176,-15176
30704,636,504,507,15576,-5484,3196,4292,4116,-15220
30710,636,505,506,15652,-5464,3284,4248,4080,-15072
30715,636,506,503,15532,-5508,3220,4304,4108,-15104
30722,636,509,505,15644,-5472,3288,4316,4180,-15168
30727,636,508,505,15628,-5440,3172,4300,4208,-15028
30733,636,508,503,15572,-5612,3344,4268,4148,-15132
30738,636,509,504,15592,-5352,3220,4204,4136,-15120
30744,636,509,506,15520,-5544,3272,4268,4236,-15144
30749,636,508,508,15604,-5444,3112,4224,4244,-15128
30755,636,507,510,15464,-5360,3184,4160,4148,-15240
30761,636,506,504,15488,-5552,3228,4316,4272,-15232
30767,637,507,503,15608,-5436,3308,4240,4152,-15108
30773,637,508,503,15584,-5520,3204,4256,4160,-15240
30778,637,508,503,15556,-5396,3344,4376,4136,-15220
30784,637,508,504,15628,-5488,3272,4368,4156,-15204
30789,637,508,505,15524,-5528,3348,4304,4220,-15280
30795,637,508,508,15576,-5512,3236,4300,4196,-15328
30800,637,508,505,15472,-5460,3396,4256,4088,-15192
30807,637,508,504,15544,-5440,3356,4276,4104,-15328
30813,637,509,503,15572,-5440,3392,4280,4072,-15192
30818,637,510,504,15540,-5440,3272,4316,4124,-15236
30824,637,512,506,15568,-5432,3308,4428,4124,-15292
30829,637,512,507,15480,-5428,3432,4332,4184,-15044
30835,637,511,511,15560,-5492,3220,4332,4128,-15100
30840,637,513,513,15608,-5532,3300,4276,4104,-15168
30846,637,517,511,15508,-5384,3236,4228,4276,-15216
30853,637,518,511,15540,-5492,3180,4248,4140,-15164
30858,637,525,509,15556,-5408,3292,4412,4104,-15176
30864,637,525,512,15456,-5520,3160,4192,4180,-15104
30869,637,521,515,15580,-5496,3404,4256,4172,-15108
30875,637,516,507,15636,-5464,3128,4196,4288,-15204
30880,637,510,503,15556,-5396,3236,4332,4276,-15156
30886,637,507,505,15572,-5476,3256,4172,4244,-15144
30892,637,504,502,15600,-5488,3308,4240,4164,-15000
30898,638,502,502,15548,-5448,3256,4296,4168,-15224
30904,638,503,504,15548,-5456,3352,4296,4184,-15152
30909,638,501,504,15604,-5488,3320,4380,4156,-15120
30915,638,501,503,15608,-5472,3320,4292,4172,-15028
30920,638,502,505,15548,-5496,3208,4352,4168,-15272
30926,638,502,503,15608,-5380,3224,4376,4184,-15124
30931,638,502,502,15616,-5448,3112,4324,4208,-15184
30938,638,503,502,15440,-5512,3192,4320,4264,-15196
30943,638,504,502,15568,-5548,3208,4352,4120,-15320
30949,639,505,505,15624,-5452,3396,4276,4056,-15348
30955,639,505,505,15572,-5512,3300,4260,4144,-15084
30960,639,505,505,15572,-5368,3192,4248,4236,-15152
30966,639,507,505,15568,-5488,3060,4348,4204,-15272
30971,639,507,504,15592,-5408,3220,4180,4220,-15120
30978,639,501,501,15444,-5444,3196,4264,4264,-15112
30983,639,482,498,15568,-5512,3288,4304,4136,-15124
30989,639,449,498,15584,-5412,3460,4336,4244,-15268
30995,639,437,505,15592,-5604,3280,4316,4244,-15108
31000,639,482,524,15492,-5460,3132,4276,4232,-15000
31006,640,583,544,15692,-5524,3292,4352,4224,-15164
31011,640,712,559,15548,-5480,3360,4404,4204,-15324
31017,640,805,573,15584,-5460,3324,4312,4184,-15144
31023,640,798,561,15644,-5432,3172,4252,4244,-15184
31029,640,702,533,15632,-5476,3268,4300,4184,-15276
31034,640,589,507,15620,-5472,3288,4328,4164,-15216
31040,640,509,492,15512,-5508,3252,4244,4208,-15232
31046,640,464,490,15596,-5536,3104,4372,4272,-15080
31051,640,445,492,15552,-5396,3272,4376,4200,-15228
31057,641,442,494,15532,-5468,3260,4324,4224,-15204
31063,641,444,495,15568,-5392,3300,4316,4228,-15148
31069,641,450,498,15584,-5484,3160,4316,4156,-15296
31074,641,456,497,15572,-5396,3220,4380,4260,-15156
31080,641,459,502,15488,-5460,3276,4256,4112,-15112
31085,641,462,502,15504,-5468,3212,4220,4100,-15288
31091,641,465,500,15548,-5468,3236,4184,3956,-15260
31097,642,469,500,15576,-5432,3220,4248,4056,-15272
31102,642,474,498,15544,-5404,3080,4356,4052,-15220
31109,642,477,499,15664,-5512,3284,4228,4128,-15260
31114,642,480,503,15576,-5416,3368,4344,4048,-15132
31120,642,483,504,15548,-5480,3084,4284,4168,-15172
31125,642,485,506,15536,-5456,3132,4368,4224,-15180
31131,642,488,507,15544,-5332,3268,4392,4232,-15068
31136,642,491,505,15628,-5460,3268,4352,4260,-15172
31142,642,493,503,15664,-5488,3368,4372,4344,-15160
31149,643,494,505,15552,-5468,3168,4284,4244,-15040
31154,643,495,504,15652,-5524,3372,4272,4280,-15192
31160,643,498,507,15520,-5512,3148,4316,4144,-15124
31165,643,499,511,15524,-5424,3272,4300,4168,-15260
31171,643,504,511,15508,-5504,3156,4216,4164,-15176
31176,643,506,507,15556,-5520,3248,4224,4044,-15140
31182,643,508,507,15564,-5388,3312,4236,4156,-15288
31187,643,509,508,15624,-5464,3236,4300,4116,-15348
31194,643,511,511,15532,-5376,3324,4256,4116,-15416
31200,643,513,510,15512,-5416,3292,4372,4204,-15380
31205,643,515,510,15700,-5444,3384,4336,4176,-15028
31211,643,517,512,15584,-5448,3316,4304,4224,-15180
31216,643,520,514,15532,-5444,3408,4392,4208,-15108
31222,643,523,518,15608,-5448,3284,4280,4236,-15000
31227,644,524,521,15520,-5496,3368,4424,4196,-15088
31234,644,522,517,15560,-5464,3516,4420,4156,-15088
31239,644,520,513,15464,-5476,3208,4308,4164,-15148
31245,644,519,512,15592,-5572,3228,4364,4220,-15176
31251,644,519,512,15620,-5464,3248,4364,4104,-15160
31256,644,518,513,15520,-5504,3440,4212,4192,-15208
31262,644,514,514,15628,-5488,3328,4340,4052,-15132
31267,644,509,508,15568,-5432,3344,4260,4132,-15120
31273,644,503,508,15644,-5484,3280,4276,4180,-15088
31279,644,498,503,15548,-5460,3300,4252,4188,-15272
31285,645,494,504,15536,-5464,3360,4148,4172,-15132
31290,645,489,500,15580,-5356,3232,4280,4184,-15196
31296,645,486,496,15496,-5456,3300,4276,4168,-15324
31302,645,485,500,15600,-5456,3260,4240,4260,-14988
31307,645,484,496,15584,-5412,3160,4276,4348,-15220
31313,645,484,495,15632,-5464,3236,4300,4264,-15124
31319,645,484,493,15532,-5440,3236,4264,4188,-15120
31325,645,486,494,15556,-5456,3304,4344,4228,-15116
31330,645,488,497,15600,-5444,3336,4296,4284,-15192
31336,645,490,501,15548,-5464,3180,4324,4184,-15184
31342,645,492,500,15540,-5424,3216,4320,4196,-14960
31347,645,492,498,15532,-5428,3204,4356,4228,-15236
31353,645,495,500,15492,-5504,3176,4360,4136,-15152
31358,645,496,500,15592,-5544,3392,4376,4156,-15092
31365,646,498,503,15604,-5392,3172,4280,4140,-15284
31370,646,500,501,15564,-5520,3208,4436,4192,-15116
31376,646,502,500,15612,-5432,3260,4376,4128,-15080
31381,646,502,503,15556,-5472,3320,4336,4144,-15024
31387,646,501,508,15536,-5560,3340,4228,4172,-15080
31393,646,501,503,15544,-5444,3168,4276,4136,-15300
31398,646,501,502,15552,-5432,3264,4276,4208,-15172
31405,646,505,507,15572,-5460,3412,4216,4184,-15120
31410,646,508,507,15596,-5492,3284,4236,4080,-15088
31416,646,509,503,15596,-5448,3252,4232,4172,-15208
31421,646,509,506,15588,-5540,3196,4344,4232,-15364
31427,647,510,507,15544,-5520,3224,4296,4228,-15300
31432,647,510,507,15488,-5532,3372,4196,4200,-15084
31438,647,509,508,15584,-5460,3344,4328,4224,-14988
31444,647,510,506,15572,-5424,3344,4248,4188,-15164
31450,647,510,508,15488,-5500,3380,4264,4152,-15176
31456,647,510,507,15564,-5464,3176,4284,4116,-15336
31461,647,509,508,15624,-5404,3128,4388,4160,-15152
31467,647,509,512,15576,-5436,3252,4436,4144,-15100
31472,647,509,512,15608,-5500,3280,4260,4192,-15168
31478,647,507,508,15620,-5432,3148,4516,4140,-15112
31483,647,507,502,15596,-5480,3252,4276,4192,-15136
31490,647,508,503,15584,-5352,3356,4300,4216,-15360
31496,647,510,505,15548,-5456,3112,4244,4208,-15060
31501,648,510,505,15664,-5428,3308,4392,4264,-15164
31507,648,509,513,15540,-5564,3296,4340,4156,-15108
31512,648,508,506,15560,-5572,3376,4292,4108,-15396
31518,648,508,504,15560,-5452,3264,4324,4076,-15336
31523,648,508,508,15500,-5560,3220,4376,4304,-15224
31529,648,511,509,15540,-5420,3184,4296,4104,-15192
31535,648,512,507,15472,-5420,3152,4344,4156,-15132
31541,648,512,509,15596,-5420,3304,4316,4188,-15232
31547,648,515,513,15544,-5444,3080,4368,4208,-15196
31552,648,518,515,15548,-5476,3392,4324,4120,-15256
31558,648,521,511,15700,-5592,3156,4316,4200,-15188
31563,648,524,509,15632,-5356,3316,4236,4260,-15220
31569,649,526,510,15568,-5464,3288,4308,4220,-15220
31575,649,525,510,15612,-5392,3408,4308,4128,-15152
31581,649,523,512,15652,-5504,3424,4296,4136,-15292
31586,649,516,509,15652,-5436,3288,4184,4108,-15096
31592,649,512,505,15676,-5512,3196,4292,4144,-15052
31598,649,509,503,15584,-5528,3248,4296,4132,-15220
31603,649,508,501,15608,-5528,3428,4232,4140,-15108
31609,649,506,501,15636,-5476,3300,4228,4192,-15260
31614,649,504,502,15552,-5472,3232,4304,4224,-15200
31621,649,504,503,15548,-5444,3296,4248,4236,-15100
31626,649,506,500,15592,-5396,3164,4252,4084,-15276
31632,649,507,501,15440,-5484,3268,4324,4160,-15236
31637,649,506,503,15644,-5444,3224,4284,4036,-15164
31643,649,507,502,15604,-5540,3268,4224,4172,-15152
31649,649,507,499,15552,-5392,3240,4312,4048,-15280
31654,649,505,502,15540,-5412,3252,4432,4120,-15200
31661,649,505,503,15528,-5444,3276,4276,4188,-15232
31666,649,505,507,15564,-5460,3212,4324,4104,-15160
31672,649,505,503,15564,-5484,3352,4272,4232,-15224
31677,649,507,502,15552,-5488,3340,4240,4148,-15244
31683,649,506,502,15564,-5396,3240,4208,4112,-15216
31689,649,498,499,15544,-5520,3280,4360,4188,-15140
31694,649,475,498,15544,-5524,3284,4352,4200,-15304
31700,649,441,498,15652,-5484,3176,4252,4124,-15188
31706,649,439,504,15456,-5396,3400,4228,4112,-15100
31712,649,503,520,15560,-5528,3228,4208,4044,-15100
31717,649,616,542,15516,-5504,3320,4204,4132,-15072
31723,649,756,566,15580,-5412,3116,4240,4136,-15140
31728,649,835,575,15580,-5624,3332,4196,4032,-15192
31734,650,813,562,15496,-5524,3280,4180,4084,-15164
31740,650,704,531,15572,-5428,3204,4316,4116,-15112
31746,650,583,501,15476,-5436,3344,4220,4052,-15192
31752,650,499,493,15584,-5520,3204,4284,4156,-15036
31757,650,455,489,15504,-5512,3212,4396,4184,-15148
31763,650,437,489,15564,-5492,3212,4228,4212,-15280
31768,650,433,491,15504,-5484,3240,4220,4088,-15228
31774,650,435,494,15608,-5436,3328,4296,4156,-15152
31779,650,442,493,15568,-5400,3180,4244,4160,-15176
31785,650,450,494,15564,-5472,3272,4332,4256,-15280
31792,650,455,498,15628,-5532,3140,4324,4168,-15332
31797,650,459,498,15640,-5408,3340,4332,4140,-15240
31803,650,462,499,15600,-5448,3224,4392,4216,-15168
31808,650,466,502,15612,-5452,3360,4264,4196,-15044
31814,650,470,496,15560,-5444,3200,4280,4272,-15164
31819,650,473,497,15640,-5448,3276,4324,4148,-15156
31825,650,474,496,15588,-5436,3252,4200,4172,-15288
31831,650,476,496,15620,-5468,3140,4312,4256,-15136
31837,650,480,499,15504,-5376,3288,4260,4068,-15076
31843,650,485,500,15492,-5472,3212,4404,4232,-15048
31848,650,489,500,15528,-5392,3148,4440,4300,-15036
31854,650,491,501,15656,-5508,3368,4180,4372,-15112
31859,650,490,505,15548,-5472,3188,4320,4244,-15288
31865,650,491,516,15540,-5424,3340,4268,4252,-15332
31870,650,493,509,15576,-5496,3252,4256,4176,-15220
31877,650,497,503,15516,-5456,3288,4148,4140,-15096
31882,650,499,499,15468,-5468,3312,4092,4072,-15204
31888,650,500,501,15612,-5532,3304,4112,4064,-15228
31894,650,501,507,15568,-5576,3256,4252,4084,-15232
31899,650,504,508,15576,-5468,3424,4176,4088,-15076
31905,650,507,506,15576,-5464,3404,4268,4032,-15024
31910,650,510,507,15536,-5440,3412,4344,4176,-15084
31917,650,511,508,15480,-5448,3364,4384,4260,-15068
31922,650,512,515,15536,-5528,3356,4396,4080,-15276
31928,650,514,516,15532,-5364,3224,4264,4200,-15316
31933,650,514,514,15556,-5392,3292,4304,4284,-15120
31939,650,514,510,15608,-5392,3224,4360,4332,-15120
31945,650,514,511,15636,-5512,3292,4348,4232,-15104
31950,650,515,513,15544,-5464,3236,4420,4172,-15208
31956,649,515,514,15624,-5360,3096,4388,4252,-14972
31962,649,513,514,15532,-5464,3164,4384,4288,-15204
31968,649,512,510,15584,-5456,3216,4352,4188,-15028
31973,649,511,511,15548,-5500,3260,4304,4180,-15212
31979,650,507,511,15512,-5484,3244,4308,4236,-15260
31984,650,501,508,15564,-5576,3296,4408,4296,-15216
31990,650,496,504,15636,-5464,3300,4448,4344,-15364
31996,650,492,501,15564,-5528,3256,4304,4216,-15280
32002,650,490,500,15464,-5504,3280,4216,4180,-15152
32008,650,488,501,15548,-5556,3220,4316,4308,-15068
32013,650,488,498,15624,-5508,3368,4244,4280,-15064
32019,650,487,496,15716,-5388,3372,4264,4652,-15376
32024,650,487,496,15576,-5392,3204,4332,4584,-15288
32030,650,488,497,15596,-5424,3164,4184,4280,-15340
32036,650,489,494,15520,-5416,3360,4196,4096,-15140
32041,650,490,495,15572,-5492,3156,4184,4088,-14984
32048,650,491,497,15612,-5408,3436,4268,4004,-14900
32053,650,491,496,15512,-5512,3268,4168,4016,-14920
32059,650,493,499,15756,-5552,3184,4200,3936,-15220
32064,650,494,499,15544,-5580,3312,4208,3912,-15184
32070,650,495,500,15476,-5172,3436,4088,3968,-15300
32075,650,496,500,15844,-5540,3052,4784,4552,-15312
32081,650,498,507,15544,-5664,2992,4512,4244,-15336
32088,650,498,500,15648,-5400,3420,4564,4896,-15436
32093,650,498,499,15400,-5336,3564,4788,4728,-15360
32099,650,501,499,15504,-5512,3400,4588,4372,-15872
32104,650,503,501,15648,-5488,3344,4836,4732,-15432
32110,650,504,502,15624,-5284,3320,4396,4368,-15352
32115,650,504,504,15544,-5604,3276,4672,4156,-15284
32121,650,502,507,15900,-6244,4200,4544,3820,-15496
32126,650,501,506,15760,-5324,3492,4508,4020,-15692
32133,650,504,507,15912,-5636,3048,4304,3860,-15516
32139,650,506,509,15744,-5504,3088,4336,3816,-15220
32144,650,506,510,15748,-5376,3428,4740,3044,-15252
32150,651,506,507,15524,-5304,3360,4304,4004,-15176
32155,651,506,513,15464,-5364,3212,3984,3444,-14960
32161,652,505,518,15472,-5228,3320,3756,2976,-14936
32166,653,503,523,15584,-5448,3256,3972,2928,-15460
32173,654,505,527,15644,-5572,3228,5236,4376,-15932
32178,656,507,529,15548,-5456,3348,6128,4780,-15656
32184,657,508,528,15404,-5200,3632,4440,4796,-15568
32190,658,508,526,14620,-4716,1248,3648,3188,-15572
32195,658,506,519,15764,-5372,3820,3936,3048,-15772
32201,658,506,505,14356,-3244,4816,3848,3380,-16332
32206,657,508,487,15440,-5116,3356,3876,2556,-16040
32212,640,520,316,16504,-6688,2268,4384,2968,-15628
32218,618,554,105,16576,-6492,2056,4876,3608,-15728
32224,597,558,68,15392,-5096,3804,5068,4296,-16100
32229,577,554,95,14896,-4344,4252,5708,4032,-16068
32235,559,548,134,15364,-4980,3772,6276,5056,-16484
32241,542,543,176,16004,-5868,2924,6292,5260,-16316
32246,525,540,214,16136,-5688,2464,6100,4964,-15340
32252,510,538,248,15692,-5720,3052,5896,3972,-15152
32258,495,537,280,14992,-5152,3672,5496,3760,-14644
32264,481,535,305,14916,-5340,3488,4272,836,-15232
32269,468,533,329,15028,-5968,3164,3672,1884,-14484
32275,456,532,349,15340,-5532,1044,6476,5028,-13620
32280,444,531,367,15136,-5884,-1140,2808,1452,-14816
32286,433,529,386,15732,-5548,1248,7060,2764,-13192
32292,423,529,402,15956,-6316,1184,8212,4144,-13904
32297,414,529,411,15752,-7264,2696,5148,4520,-14828
32304,404,533,421,14948,-4604,808,4996,1784,-13876
32309,396,532,433,15296,-5224,4232,6180,2764,-13756
32315,388,530,443,14812,-4676,4460,6316,3260,-15064
32320,380,527,457,15008,-5984,5248,5640,2248,-14580
32326,373,520,462,14380,-5068,3736,5852,2488,-14072
32332,366,515,469,14972,-5404,3140,5900,2692,-14144
32337,359,510,470,15352,-5008,2460,5812,2576,-14168
32344,353,501,477,16604,-8084,7184,5820,2064,-13816
32349,347,498,485,16260,-6720,1764,5724,1912,-14048
32355,342,501,485,16080,-6880,2564,5644,1956,-14036
32360,337,504,489,15204,-6172,4516,5640,1656,-14084
32366,332,502,496,15264,-3876,4012,5564,1668,-13856
32372,327,502,501,15304,-3600,4072,5728,1316,-13876
32377,323,500,508,16928,-4964,4148,5784,1232,-13856
32384,319,499,510,16716,-4848,3588,6008,1560,-13944
32389,315,497,513,15616,-4044,3640,6092,1452,-13968
32395,311,497,521,15952,-5076,4072,5924,1656,-14156
32400,308,499,520,15452,-5060,3832,6072,1944,-14336
32406,304,500,521,14884,-4728,4016,6372,2468,-14340
32411,301,499,523,14904,-4732,3500,6512,2936,-14552
32417,298,500,523,15508,-5576,2960,6600,2888,-14172
32423,295,498,526,15860,-5988,2792,6376,2980,-14128
32429,293,486,527,15400,-5196,2960,6328,2616,-13988
32435,290,455,528,15156,-4604,3548,6376,2560,-14900
32440,288,427,535,15704,-5444,3392,6440,1760,-14096
32446,286,447,543,15664,-5168,3380,6712,1952,-15056
32451,283,538,561,16024,-5240,3108,6824,2120,-15568
32457,282,673,585,16028,-5496,3076,6784,2128,-14536
32463,280,808,604,15444,-5084,3416,6768,2032,-14840
32468,278,864,613,15696,-5644,2860,6704,2336,-14324
32475,276,811,597,15904,-6192,2688,7012,2428,-15320
32480,274,676,565,15576,-5636,3136,7008,2272,-15100
32486,273,545,534,14968,-5032,3568,6940,2108,-14764
32491,271,466,528,14980,-4660,3836,7128,2368,-15088
32497,270,434,533,15764,-5888,2948,7196,2552,-15464
32503,269,425,531,15716,-5328,3172,7308,2348,-15320
32508,267,424,529,15752,-4776,3488,7576,2360,-14548
32515,266,426,536,15956,-5248,3184,7580,2532,-14656
32520,265,429,537,15792,-5012,2740,7316,2612,-14692
32526,264,433,537,16128,-5628,2680,7472,2700,-14388
32531,263,437,537,15628,-5520,3292,7648,2284,-14156
32537,262,441,539,15280,-5144,3780,7528,2124,-14380
32542,261,447,534,14916,-4820,3820,7488,2012,-14180
32548,260,451,538,15288,-4968,3420,7356,2044,-14032
32555,259,453,545,15624,-5428,3236,7208,1808,-13984
32560,258,454,544,15976,-5452,2952,7128,2304,-14052
32566,258,458,543,15616,-4816,3220,7112,2424,-13976
32571,257,463,542,15736,-4644,3364,7036,1868,-14288
32577,256,467,542,15960,-5136,3236,7248,568,-14724
32582,256,469,547,15876,-5108,3152,7716,1392,-14368
32588,255,472,545,15840,-4868,3352,6776,2036,-13576
32593,255,474,549,16008,-4600,3404,6176,1484,-14020
32600,254,476,545,16008,-4608,3420,6972,1448,-14096
32606,253,477,542,16332,-4304,3320,7104,1708,-13904
32611,253,479,549,16544,-4600,3056,6500,1468,-14080
32617,253,481,552,16172,-4604,3196,6288,1288,-13752
32622,255,482,582,15880,-4868,3208,6512,1560,-13820
32628,264,473,675,15396,-5024,3092,6496,1796,-13964
32633,274,466,730,15240,-6072,3408,6544,2344,-14208
32640,284,467,746,14824,-5580,3456,7660,2284,-15376
32645,294,469,743,14592,-5064,3684,7052,2476,-15968
32651,304,468,736,15116,-5056,3376,7852,3788,-17176
32657,314,471,714,16752,-5208,2472,8208,3744,-16852
32662,323,476,705,17072,-4832,3452,8012,3340,-16768
32668,332,481,696,16036,-3892,3844,7732,3340,-16276
32673,340,484,690,16236,-4024,3516,7264,4968,-9324
32679,349,486,682,16388,-4468,3240,7012,4044,-14380
32685,357,487,670,16080,-4772,3544,6968,2492,-14292
32691,364,489,656,16016,-4368,3236,6876,2364,-14016
32696,371,490,640,15712,-4816,3448,6652,2372,-13844
32702,378,493,624,15576,-4860,3476,6956,2548,-13604
32708,384,496,614,15636,-5124,3248,6832,2540,-13288
32713,390,495,601,15328,-5436,3204,7056,2564,-13664
32719,395,490,589,15168,-5332,3384,7252,2592,-13468
32724,400,488,586,15032,-5128,3584,7448,2584,-13648
32731,404,487,570,15148,-5100,3400,7432,2692,-13748
32736,408,486,556,15688,-5392,3220,7476,2604,-13652
32742,412,485,550,15724,-5128,3348,7408,2564,-13672
32748,415,486,545,15624,-4904,3352,7556,2640,-13936
32753,418,485,545,15624,-4704,3452,7388,2836,-14068
32759,421,484,538,15652,-4972,3500,7576,2788,-14160
32764,424,485,525,15852,-5120,3284,7456,2788,-14328
32771,426,488,523,15796,-4904,3288,7344,2912,-14424
32776,428,490,522,15872,-4868,3392,7480,2832,-14512
32782,430,492,519,15836,-4632,3480,7296,2912,-14696
32787,432,492,519,15912,-4656,3352,7304,2824,-14728
32793,434,492,523,15928,-4928,3312,7284,2976,-14656
32799,435,491,519,15740,-5064,3368,7248,2916,-14544
32804,437,494,511,15560,-4952,3284,7060,2828,-14468
32811,438,498,509,15344,-5272,3472,7180,2772,-14552
32816,440,499,512,15404,-5320,3380,7196,2832,-14416
32822,441,500,510,15440,-5092,3356,6868,2856,-14436
32827,442,499,511,15568,-4884,3380,6916,2860,-14500
32833,443,499,513,15856,-4872,3292,7240,2868,-14384
32838,443,499,509,15972,-4860,3324,7196,2988,-14444
32844,444,499,504,15928,-4728,3308,7196,3020,-14488
32850,445,501,505,15804,-4732,3428,7164,3060,-14520
32856,445,503,503,15772,-4644,3520,7236,3072,-14324
32862,446,506,508,15756,-4792,3400,7264,3180,-14400
32867,446,505,509,15892,-4888,3220,7276,3132,-14452
32873,447,506,508,15780,-4888,3400,7352,3160,-14412
32878,447,505,502,15744,-4976,3532,7352,3312,-14316
32884,448,507,498,15568,-4936,3404,7236,3284,-14276
32889,448,510,503,15576,-5072,3264,7232,3204,-14452
32896,448,509,510,15648,-5040,3376,7312,3332,-14228
32902,448,507,508,15612,-5024,3128,7160,3380,-14112
32907,449,505,505,15592,-5068,3408,7144,3224,-14196
32913,449,506,504,15668,-4948,3208,7184,3316,-14288
32918,450,507,505,15792,-5016,3424,7260,3460,-14288
32924,450,507,512,15736,-5048,3380,7168,3424,-14332
32929,450,507,507,15748,-4952,2956,7096,3376,-14312
32935,451,508,501,15612,-4796,3428,7248,3356,-14412
32941,451,511,503,15632,-4936,3236,7196,3448,-14352
32947,451,510,510,15708,-4812,3424,7116,3408,-14284
32953,452,508,509,15724,-4692,3336,7004,3304,-14212
32958,452,507,506,15848,-4840,3288,7112,3356,-14128
32964,452,508,505,15796,-4840,3556,7020,3460,-14320
32969,452,509,504,15896,-4520,3432,7180,3428,-14504
32975,453,508,508,15968,-4640,3200,7120,3328,-14168
32980,453,507,511,15948,-5036,3144,7272,3472,-14280
32987,453,508,506,15784,-4852,3316,7180,3624,-14372
32993,453,511,499,15652,-4808,3688,7216,3404,-14072
32998,452,511,499,15612,-4952,3364,7188,3380,-14184
33004,452,511,494,15612,-5200,3148,7316,3440,-14260
33009,451,511,487,15600,-5164,3200,7180,3392,-14156
33015,449,513,479,15544,-5136,3172,7168,3296,-14124
33020,448,516,472,15640,-4932,3444,7236,3372,-14152
33027,446,519,472,15448,-4744,3440,7328,3408,-14104
33032,444,519,477,15652,-4652,3424,7092,3364,-13992
33038,443,520,489,15832,-4832,3312,7204,3224,-14280
33044,439,522,475,15896,-4920,3392,7232,3464,-14112
33049,428,540,354,16048,-4772,3288,6636,3592,-13860
33055,418,547,314,15880,-4692,3528,7348,3596,-14100
33060,408,544,321,15708,-4688,3352,7272,3004,-14540
33067,399,541,339,15716,-4672,3492,6936,3212,-14636
33072,390,535,356,15712,-4612,3556,6152,2780,-14788
33078,382,531,371,15796,-4672,3220,6732,3028,-14276
33083,374,525,385,15668,-4896,3184,7004,2940,-14460
33089,367,518,402,15828,-4824,3288,6656,1908,-13548
33095,360,516,411,15728,-4680,3604,6164,1312,-13940
33100,353,515,419,15576,-4656,3232,6476,1772,-14228
33106,347,515,429,15676,-5180,3148,6584,2588,-14628
33112,341,514,438,15752,-4964,3268,6096,2568,-14940
33118,336,514,445,15384,-4256,3596,6548,2884,-15172
33123,331,513,453,15928,-4316,3584,6880,3712,-15512
33129,326,512,460,16360,-4264,3080,6984,4208,-15536
33134,321,511,465,16596,-4328,3128,7020,4660,-15004
33140,317,510,469,16412,-4284,3196,7492,5292,-14012
33146,313,510,474,16112,-4372,3232,6908,3384,-14704
33152,309,510,480,15920,-4964,3492,6140,3272,-14128
33158,305,511,485,15268,-5036,3524,7072,4932,-14524
33163,302,508,487,14880,-5028,3428,7132,4508,-14276
33169,299,502,491,15288,-5740,3136,7256,4344,-14292
33174,296,486,494,14892,-5264,2160,7496,4736,-14184
33180,293,453,489,15612,-5740,3036,6944,4828,-14156
33185,290,435,494,15504,-4748,3748,7016,4348,-14204
33191,288,473,507,15580,-4060,4228,6576,4040,-14076
33198,285,568,530,15760,-4236,3712,6632,3788,-14160
33203,283,702,559,16228,-4428,3260,6428,3644,-14196
33209,281,816,579,16276,-4924,3044,6692,3576,-14196
33214,279,845,578,16088,-4772,2904,6412,3504,-14384
33220,277,771,555,15696,-4676,3640,6516,3392,-14524
33225,275,643,523,15596,-4384,3552,6404,3344,-14768
33231,273,532,509,15768,-4936,3308,6408,3392,-14712
33238,272,467,502,15984,-5116,3072,6572,3332,-14688
