,0,1,2,3
0,15.23100355390083,18.197135636057286,7.0457976849521895,9.03312144529943
1,14.586709886547812,16.135228582404917,8.169616806068857,10.644589000591367
2,13.630168105406636,16.554986204178164,5.8636696799413635,10.271774020971538
3,14.029618082618862,18.043303929430635,6.327778949588695,10.550996483001173
4,17.673048600883654,14.50735442272819,11.516314779270633,10.459035444509007
5,13.878180416345412,15.659506123268422,7.010983874737087,10.052356020942408
6,17.465554046186686,19.53648726297644,8.634868421052634,10.847730012053033
7,16.76602086438152,16.599040944300995,9.069315482617146,10.507880910683012
8,16.586804275709543,15.92115238817286,7.572570466975177,9.177820267686425
9,19.41354903943377,16.387046429964883,9.100758396533045,11.705033164260634
10,15.80730146782085,15.102481121898595,7.723664449688907,7.408931878987446
11,16.874246685415827,18.230563002680963,9.054895302773062,10.353753235547886
12,15.861027190332326,15.575746337845354,8.608321377331421,12.581014105985512
13,16.469594594594597,15.750984436527279,10.991527364323334,12.51303441084463
14,14.500836586726155,12.820512820512821,9.075194468452896,10.44487427466151
15,16.467359341305624,17.58155889822231,8.746355685131196,8.26771653543307
16,18.36359926545603,17.8173719376392,7.092198581560284,9.540846750149075
17,14.880952380952381,17.145578663279885,14.230052515669998,13.02170283806344
18,17.606371829805074,15.70364405073485,12.1049092131809,16.86069851465275
19,16.238159675236805,15.51312649164678,13.494172970762625,18.619934282584882
20,18.06391848077814,17.454545454545453,13.557929334428923,17.0261066969353
21,17.181427694825118,16.789926044373374,14.712438698172091,19.04406273338312
22,15.181332583637893,19.417475728155342,14.991671293725707,18.45121610287951
23,12.38738738738739,18.905080740448994,11.995201919232306,18.043303929430632
24,18.973998594518626,17.506889285135355,9.879253567508231,17.019856499249123
25,18.408044997443326,16.943834326953247,8.2687338501292,16.71050595698592
26,17.233760494918247,17.77251184834123,11.332633788037775,18.673409842443107
27,15.78947368421053,15.095800270950264,14.070744576900527,16.666666666666668
28,17.162471395881006,14.675446848541863,10.006253908692933,17.578125
29,14.854313464102077,19.867549668874172,9.220130618517095,17.307692307692307
30,20.322773460848776,18.91625615763547,16.1090458488228,17.404757300328757
31,16.8708576019281,12.415349887133184,12.340036563071301,14.134275618374557
32,16.844469399213924,20.481927710843372,10.573722341883688,16.29169899146625
33,16.483516483516482,19.147737938802326,10.62992125984252,15.575746337845354
34,15.476382395615026,18.46722068328716,11.908699966920278,16.108654453569173
35,15.135135135135133,14.868471216164695,7.615823989845567,13.910355486862441
36,17.210944395410415,19.410085632730734,7.555089192025184,13.986013986013988
37,17.48251748251748,13.450401643937976,11.088523378303456,16.19433198380566
38,15.342250196695515,15.639545708434186,11.12713785287451,15.35181236673774
39,16.99346405228758,16.13212982523526,17.235188509874327,13.756209400076424
40,16.77226984718598,15.509601181683896,16.666666666666664,13.433747201302667
41,17.267843438219494,17.591868647380767,8.753647353063776,14.443329989969913
42,16.597510373443985,12.798138452588713,12.955465587044536,16.477049823460177
43,14.473684210526313,13.915243516761544,13.851481338976532,14.55427531837477
44,13.466639461334422,15.879478827361561,10.858636637844361,15.32008024803939
45,17.10701387568903,16.160061562139287,15.692135251260977,16.383850204798126
46,17.89137380191693,15.753938484621157,16.405667412378826,13.684428778768403
47,12.408088235294118,15.615615615615615,12.581547064305685,13.46549466990836
48,15.99086236436322,15.015641293013555,14.985590778097983,13.367991088005942
49,13.38389471336159,13.477639371043495,15.977058582548135,18.46153846153846
50,15.817223198594023,16.50240660096264,11.673151750972762,15.709743781559753
51,18.656071860424944,19.668906736600555,12.755519215044972,16.39871382636656
52,16.00304819965708,15.231400117164617,11.145510835913312,19.679300291545186
53,17.692591227423517,16.545203860547566,7.9155672823219,18.20940819423369
54,18.007878446820484,13.86214863303812,8.059100067159168,14.232061672267246
55,15.303119482048265,14.78439425051335,12.116316639741518,16.0427807486631
